id, ob_time, src_id, wind_direction, wind_speed, visibility, air_temperature, dewpoint, cld_amt, cld_base_ht, alt_pres
ZBAA, 2013-06-01 00:00,30058,20,6,1000,25,14, , ,1007
ZBAA, 2013-06-01 03:00,30058, ,4,1000,30,-4, , ,1007
ZBAA, 2013-06-01 06:00,30058, ,4,1000,31,-1, , ,1006
ZBAA, 2013-06-01 09:00,30058, ,2,1000,30,2, , ,1006
ZBAA, 2013-06-01 12:00,30058,160,10,1000,25,8, , ,1007
ZBAA, 2013-06-01 15:00,30058,0,0,1000,21,10, , ,1008
ZBAA, 2013-06-01 18:00,30058, ,2,1000,19,9, , ,1007
ZBAA, 2013-06-01 21:00,30058, ,2,500,18,14, , ,1007
ZBAA, 2013-06-02 00:00,30058,140,6,140,20,16, , ,1006
ZBAA, 2013-06-02 03:00,30058,160,6,150,22,17, , ,1005
ZBAA, 2013-06-02 06:00,30058,110,6,210,25,19, , ,1003
ZBAA, 2013-06-02 09:00,30058,120,6,500,26,18, , ,1002
ZBAA, 2013-06-02 12:00,30058,120,8,600,24,17, , ,1002
ZBAA, 2013-06-02 15:00,30058, ,2,500,22,17, , ,1004
ZBAA, 2013-06-02 18:00,30058,0,0,350,19,17, , ,1003
ZBAA, 2013-06-02 21:00,30058,10,4,220,17,16, , ,1003
ZBAA, 2013-06-03 00:00,30058,30,6,300,24,17, , ,1005
ZBAA, 2013-06-03 03:00,30058, ,4,700,30,12, , ,1005
ZBAA, 2013-06-03 06:00,30058,120,6,1000,34,4, , ,1004
ZBAA, 2013-06-03 09:00,30058,160,6,1000,34,3, , ,1004
ZBAA, 2013-06-03 12:00,30058, ,2,1000,26,15, , ,1005
ZBAA, 2013-06-03 15:00,30058,60,2,1000,22,14, , ,1007
ZBAA, 2013-06-03 18:00,30058,100,4,1000,23,12, , ,1008
ZBAA, 2013-06-03 21:00,30058,110,10,450,22,16, , ,1010
ZBAA, 2013-06-04 00:00,30058,150,6,350,23,17, , ,1012
ZBAA, 2013-06-04 03:00,30058,130,6,450,22,16,1,150,1013
ZBAA, 2013-06-04 06:00,30058,360,8,400,18,17,1,30,1012
ZBAA, 2013-06-04 09:00,30058,120,4,1000,19,16, , ,1011
ZBAA, 2013-06-04 12:00,30058,30,4,500,19,17, , ,1012
ZBAA, 2013-06-04 15:00,30058,310,6,500,20,17,3,120,1013
ZBAA, 2013-06-04 18:00,30058, ,2,350,19,18,6,99,1012
ZBAA, 2013-06-04 21:00,30058,130,6,350,18,17,1,30,1011
ZBAA, 2013-06-05 00:00,30058,130,4,90,18,18,3,30,1013
ZBAA, 2013-06-05 03:00,30058,110,4,120,19,18,3,18,1013
ZBAA, 2013-06-05 06:00,30058,130,8,150,19,17,1,24,1012
ZBAA, 2013-06-05 09:00,30058,100,4,150,19,17,1,24,1011
ZBAA, 2013-06-05 12:00,30058,110,4,250,19,17,1,30,1011
ZBAA, 2013-06-05 15:00,30058,140,4,350,19,17,8,99,1012
ZBAA, 2013-06-05 18:00,30058, ,2,350,19,17,8,99,1011
ZBAA, 2013-06-05 21:00,30058,150,6,230,18,17,8,99,1011
ZBAA, 2013-06-06 00:00,30058,130,6,90,18,18,3,9,1012
ZBAA, 2013-06-06 03:00,30058,110,4,130,19,18,3,9,1011
ZBAA, 2013-06-06 06:00,30058, ,2,130,19,19,3,9,1010
ZBAA, 2013-06-06 09:00,30058, ,2,180,20,19,1,12,1008
ZBAA, 2013-06-06 12:00,30058,350,6,320,20,19,1,21,1009
ZBAA, 2013-06-06 15:00,30058,310,4,400,21,19,8,99,1009
ZBAA, 2013-06-06 18:00,30058,10,2,360,20,19,8,120,1008
ZBAA, 2013-06-06 21:00,30058,120,4,280,21,19,8,120,1007
ZBAA, 2013-06-07 00:00,30058,120,8,350,21,18,6,99,1008
ZBAA, 2013-06-07 03:00,30058,80,4,140,20,19,8,99,1008
ZBAA, 2013-06-07 06:00,30058,130,6,200,21,19,8,120,1008
ZBAA, 2013-06-07 09:00,30058,70,4,270,21,19,8,120,1007
ZBAA, 2013-06-07 12:00,30058,350,4,280,21,19,8,120,1009
ZBAA, 2013-06-07 15:00,30058, ,2,300,20,19,8,120,1009
ZBAA, 2013-06-07 18:00,30058,360,4,230,20,19,8,120,1008
ZBAA, 2013-06-07 21:00,30058,360,2,170,20,19,8,120,1007
ZBAA, 2013-06-08 00:00,30058,0,0,170,20,18,8,120,1008
ZBAA, 2013-06-08 03:00,30058,140,4,150,21,19,8,120,1008
ZBAA, 2013-06-08 06:00,30058,130,4,150,21,19,8,120,1007
ZBAA, 2013-06-08 09:00,30058, ,2,150,22,19,8,120,1006
ZBAA, 2013-06-08 12:00,30058,350,4,170,21,19,8,120,1007
ZBAA, 2013-06-08 15:00,30058,150,2,180,20,19,8,120,1007
ZBAA, 2013-06-08 18:00,30058,0,0,150,20,19,1,27,1007
ZBAA, 2013-06-08 21:00,30058, ,2,200,20,19,8,99,1007
ZBAA, 2013-06-09 00:00,30058,340,4,350,19,18,3,36,1009
ZBAA, 2013-06-09 03:00,30058,320,12,1000,19,16,8,120,1010
ZBAA, 2013-06-09 06:00,30058,320,10,1000,17,16,8,99,1012
ZBAA, 2013-06-09 09:00,30058,340,8,1000,18,16,8,99,1011
ZBAA, 2013-06-09 15:00,30058, ,2,1000,17,16,8,120,1013
ZBAA, 2013-06-09 18:00,30058, ,2,1000,16,15,8,120,1013
ZBAA, 2013-06-09 21:00,30058,30,2,1000,16,15, , ,1013
ZBAA, 2013-06-10 00:00,30058, ,2,1000,17,16, , ,1014
ZBAA, 2013-06-10 03:00,30058, ,4,1000,23,17, , ,1014
ZBAA, 2013-06-10 06:00,30058, ,2,1000,26,14, , ,1012
ZBAA, 2013-06-10 09:00,30058,180,4,1000,25,12, , ,1011
ZBAA, 2013-06-10 12:00,30058,170,6,1000,22,15, , ,1011
ZBAA, 2013-06-10 15:00,30058,150,4,1000,20,16, , ,1011
ZBAA, 2013-06-10 18:00,30058, ,2,1000,18,16, , ,1010
ZBAA, 2013-06-10 21:00,30058, ,2,700,17,16, , ,1009
ZBAA, 2013-06-11 00:00,30058,340,6,600,20,16, , ,1009
ZBAA, 2013-06-11 03:00,30058,140,6,1000,24,16, , ,1008
ZBAA, 2013-06-11 06:00,30058,140,10,800,26,16, , ,1007
ZBAA, 2013-06-11 09:00,30058, ,6,800,22,13,1,150,1005
ZBAA, 2013-06-11 12:00,30058,130,8,1000,21,12, , ,1007
ZBAA, 2013-06-11 15:00,30058,60,4,1000,17,13,3,120,1009
ZBAA, 2013-06-11 18:00,30058,350,4,1000,15,12, , ,1008
ZBAA, 2013-06-11 21:00,30058, ,2,1000,14,12, , ,1008
ZBAA, 2013-06-12 00:00,30058,110,4,1000,19,15, , ,1009
ZBAA, 2013-06-12 03:00,30058,210,6,900,24,14,1,120,1008
ZBAA, 2013-06-12 06:00,30058,170,6,1000,27,15, , ,1007
ZBAA, 2013-06-12 09:00,30058,180,8,1000,26,14, , ,1006
ZBAA, 2013-06-12 12:00,30058,130,4,1000,23,15, , ,1007
ZBAA, 2013-06-12 15:00,30058,90,2,1000,21,15, , ,1008
ZBAA, 2013-06-12 18:00,30058,10,4,700,17,15, , ,1008
ZBAA, 2013-06-12 21:00,30058, ,2,600,17,15, , ,1008
ZBAA, 2013-06-13 00:00,30058,50,6,700,22,15, , ,1009
ZBAA, 2013-06-13 03:00,30058,100,4,700,26,16, , ,1009
ZBAA, 2013-06-13 06:00,30058,170,8,500,29,17, , ,1008
ZBAA, 2013-06-13 09:00,30058,210,8,1000,30,12, , ,1006
ZBAA, 2013-06-13 12:00,30058, ,2,1000,25,18, , ,1007
ZBAA, 2013-06-13 15:00,30058,180,8,1000,25,11, , ,1008
ZBAA, 2013-06-13 18:00,30058,150,4,1000,22,11, , ,1008
ZBAA, 2013-06-13 21:00,30058,160,6,800,21,11, , ,1009
ZBAA, 2013-06-14 00:00,30058,140,8,700,24,13, , ,1010
ZBAA, 2013-06-14 03:00,30058,160,6,500,28,13, , ,1009
ZBAA, 2013-06-14 06:00,30058,180,10,600,31,14, , ,1007
ZBAA, 2013-06-14 09:00,30058,130,10,600,30,15, , ,1006
ZBAA, 2013-06-14 12:00,30058,140,10,800,27,14, , ,1007
ZBAA, 2013-06-14 15:00,30058,130,4,1000,22,13, , ,1008
ZBAA, 2013-06-14 18:00,30058,20,4,1000,19,13, , ,1008
ZBAA, 2013-06-14 21:00,30058,100,4,1000,20,13, , ,1008
ZBAA, 2013-06-15 00:00,30058,130,6,500,22,14, , ,1009
